pelicula,titulo_original,ano,director,generos,sinopsis,cartel,trailer,nota_filmaffinity_10,nota_imdb_10,tomatometer_100,popcornmeter_100,cine,fecha_hora,version,audio,subtitulos,formato,precio_eur,tipo_precio,tarifa_referencia,fuente,compra,consultado
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191796&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,Doblada,ca,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191790&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
El motín,Mutiny,2026,Jean-François Richet,Acción,"Tras ser acusado del asesinato de su jefe, Cole Reed descubre una conspiración global. Ahora, debe huir, encontrar la verdad y limpiar su nombre antes de que sea demasiado tarde.",https://pics.filmaffinity.com/mutiny-435076591-large.jpg,https://www.youtube.com/watch?v=H7NbMxeWMvs,5.3,5.7,,,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191808&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Spider-Man: Brand New Day,Spider-Man: Brand New Day,2026,Destin Daniel Cretton,"Acción, Aventuras, Fantástico","Tras cuatro años en el anonimato, Peter Parker vive aislado y dedicado por completo a proteger una Nueva York que ya no recuerda quién es Spider-Man. La creciente presión desata una peligrosa transformación en él mientras surge una nueva y poderosa amenaza criminal.",https://pics.filmaffinity.com/spider_man_brand_new_day-237020817-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=437038,7.1,8.0,90.0,97.0,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191792&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Prácticamente magia 2,Practical Magic 2,2026,Susanne Bier,"Fantasía, Romántico","Sandra Bullock y Nicole Kidman vuelven en esta secuela de Prácticamente magia. Las brujas a las que dan vida se enfrentan a prejuicios ancestrales y a una resurrección que sale mal, mientras intentan encontrar la felicidad frente a una maldición familiar que condena a muerte a sus amantes.",https://pics.filmaffinity.com/practical_magic_2-611546537-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=711879,5.2,6.3,38.0,92.0,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191805&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Mooby Arenas de Barcelona,2026-09-21T16:00:00+02:00,,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=501,https://moobycinemas-arenas.admit-one.eu/?p=tickets&perfCode=191788&language=esp&theatre=24,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Aribau / Aribau Cinema,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69189&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Mooby Aribau / Aribau Cinema,2026-09-21T16:00:00+02:00,Doblada,ca,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69183&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
Resident Evil,Resident Evil,2026,Zach Cregger,"Ciencia ficción, Suspense, Terror","Bryan, un mensajero médico, se ve atrapado inesperadamente en una noche de caos en la que la ciudad empieza a colapsar por una amenaza desconocida. Obligado a sobrevivir, deberá enfrentarse a una peligrosa carrera llena de acción mientras intenta escapar del horror que se desata a su alrededor.",https://pics.filmaffinity.com/resident_evil-107033013-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=579353,7.1,7.7,96.0,91.0,Mooby Aribau / Aribau Cinema,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69185&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Mooby Aribau / Aribau Cinema,2026-09-21T16:00:00+02:00,,es,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=223,https://moobycinemas-aribau.admit-one.eu/?p=tickets&perfCode=69179&language=esp&theatre=28,2026-09-21T09:17:45.870590+02:00
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Mooby Balmes,2026-09-21T16:00:00+02:00,Doblada,ca,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187374&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Spider-Man: Brand New Day,Spider-Man: Brand New Day,2026,Destin Daniel Cretton,"Acción, Aventuras, Fantástico","Tras cuatro años en el anonimato, Peter Parker vive aislado y dedicado por completo a proteger una Nueva York que ya no recuerda quién es Spider-Man. La creciente presión desata una peligrosa transformación en él mientras surge una nueva y poderosa amenaza criminal.",https://pics.filmaffinity.com/spider_man_brand_new_day-237020817-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=437038,7.1,8.0,90.0,97.0,Mooby Balmes,2026-09-21T16:00:00+02:00,VO,,es,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187400&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Balmes,2026-09-21T16:00:00+02:00,VO,,es,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187384&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
La odisea,The Odyssey,2026,Christopher Nolan,"Acción, Fantasía","Tras la guerra de Troya, Odiseo se enfrenta un peligroso viaje de 10 años para regresar a Ítaca, superando dioses, monstruos y desafíos épicos. Mientras tanto, su esposa Penélope resiste a los pretendientes que amenazan su reino.",https://pics.filmaffinity.com/the_odyssey-225588139-large.jpg,https://www.youtube.com/watch?v=NUIIc9gZOcQ,7.6,8.4,,,Mooby Balmes,2026-09-21T16:00:00+02:00,VO,,es,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187379&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
El ser querido,El ser querido,2026,Rodrigo Sorogoyen,Drama,"Després d'anys de distanciament, un aclamat i tòxic director li ofereix a la seva filla un paper en el seu nou rodatge.",https://pics.filmaffinity.com/el_ser_querido-751969963-large.jpg,https://www.youtube.com/watch?v=ApdPm1KWUcc,7.3,7.2,85.0,,Mooby Balmes,2026-09-21T16:00:00+02:00,,es,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=542,https://moobycinemas-balmes.admit-one.eu/?p=tickets&perfCode=187387&language=esp&theatre=29,2026-09-21T09:17:45.870590+02:00
Coyote vs. Acme,Coyote vs. Acme,2026,Dave Green,"Animación, Aventura, Comedia","Cansado de que los productos defectuosos de Acme arruinen sus planes, el Coyote contrata a un abogado para demandar a la corporación, ahora dirigida por un despiadado exjefe de su defensor. Juntos forjarán una inesperada amistad mientras luchan en los tribunales.",https://pics.filmaffinity.com/coyote_vs_acme-111030623-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=523116,6.9,7.5,96.0,95.0,Mooby Bosque,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; miércoles 6,50€; vie./sáb./festivos 10€; VOSE 6,50€",https://www.filmaffinity.com/es/theater-showtimes.php?id=224,https://moobycinemas-bosque.admit-one.eu/?p=tickets&perfCode=140458&language=esp&theatre=27,2026-09-21T09:17:45.870590+02:00
Cronos,Cronos,2026,Fernando González Molina,"Drama, Suspense","La película sigue la operación Cronos, activada tras el atentado en Las Ramblas, durante cuatro días de tensión y confusión. La misión culmina con la captura del último terrorista, dejando heridas abiertas y un país marcado por el miedo y la frustración.",https://pics.filmaffinity.com/cronos-329312360-large.jpg,https://www.youtube.com/watch?v=XymFT_jUeXY,6.1,6.7,,,Mooby Glòries,2026-09-21T16:00:00+02:00,Doblada,ca,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120633&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Prácticamente magia 2,Practical Magic 2,2026,Susanne Bier,"Fantasía, Romántico","Sandra Bullock y Nicole Kidman vuelven en esta secuela de Prácticamente magia. Las brujas a las que dan vida se enfrentan a prejuicios ancestrales y a una resurrección que sale mal, mientras intentan encontrar la felicidad frente a una maldición familiar que condena a muerte a sus amantes.",https://pics.filmaffinity.com/practical_magic_2-611546537-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=711879,5.2,6.3,38.0,92.0,Mooby Glòries,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120621&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
DETECTIU CONAN: L'ÀNGEL CAIGUT DE LA CARRETERA,Meitantei Konan Haiwei no Datenshi,2026,Takahiro Hasui,"Animación, Thriller","En Conan, la Ran, la Sonoko i en Kogoro anaven al districte de Minato Mirai, a Yokohama —seu del Festival de Motociclisme de Kanagawa—, acompanyats per l’entusiasta de les motos Masumi Sera. De sobte, va aparèixer una misteriosa moto negra que conduïa de forma temerària i va saltar per sobre del cotxe en què viatjaven. La perseguia la Chihaya Hagiwara, de la Unitat Mòbil de Trànsit de la Policia de la Prefectura de Kanagawa: la mateixa dona que la Ran havia vist temps enrere i a qui havia anomenat la Deessa del Vent. Però, després d’una intensa persecució a gran velocitat, la moto de la Hagiwara va quedar destrossada i el misteriós motociclista va aconseguir escapar a l’últim moment. Més tard, quan en Conan i la resta arriben al recinte d’un festival a Yokohama, veuen la presentació de l’Àngel, una motocicleta policial equipada amb tecnologia d’avantguarda. Mentrestant, surt la notícia que ha aparegut a Tòquio una motocicleta negra que sembra el caos i ha aconseguit evitar la persecució del Departament de Policia Metropolitana. Tot i que es desconeix el seu objectiu, la moto guarda una semblança sorprenent amb «l’Àngel»; batejada com a «Black Angel» —o «Llucifer»—, es converteix en el blanc d’una persecució implacable. Quina és la veritable identitat del culpable i quin és el seu objectiu final?",https://espaitexas.cat/wp-content/uploads/2026/09/01.-poster-conan-29---cat-1-768x1093.jpg,https://www.youtube.com/watch?v=e60QJBuUWg8,6.0,6.2,,,Mooby Glòries,2026-09-21T16:00:00+02:00,Doblada,ca,,Digital,,unknown,"L–J laborables 9€; mié./jue. 6,50€; vie./sáb./festivos 10€",https://www.filmaffinity.com/es/theater-showtimes.php?id=226,https://moobycinemas-glorias.admit-one.eu/?p=tickets&perfCode=120622&language=esp&theatre=25,2026-09-21T09:17:45.870590+02:00
Sagrado corazón,Sacré Cœur,2025,"Steven Gunnel, Sabrina Gunnell","Documental, Drama","Docu-ficción que viaja trescientos cincuenta años atrás en el tiempo, concretamente a la Francia del siglo XVII, para explorar las reveladoras visiones de Santa Margarita María de Alacoque sobre el Sagrado Corazón de Jesús. A través de un recorrido histórico que atraviesa las épocas, el relato examina el profundo misterio y el legado ...",https://pics.filmaffinity.com/sacre_coeur_son_regne_n_a_pas_de_fin-115349978-large.jpg,,,,,,Mooby Gran Sarrià Club,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117052&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
Tiempo de victoria,Pressure,2026,Anthony Maras,"Guerra, Histórico, Suspense","En las horas previas al Día D, el meteorólogo James Stagg debe emitir un pronóstico crucial en medio de tensiones con el alto mando aliado. La decisión final recae en Dwight D. Eisenhower, quien debe elegir entre arriesgar la operación o retrasarla, con el destino de millones en juego.",https://pics.filmaffinity.com/pressure-334524291-large.jpg,https://www.filmaffinity.com/es/evideos.php?movie_id=177067,6.7,7.3,,,Mooby Gran Sarrià Club,2026-09-21T16:00:00+02:00,Doblada,es,,Digital,,unknown,L–J laborables 11€; vie./sáb./festivos 13€,https://www.filmaffinity.com/es/theater-showtimes.php?id=227,https://moobycinemas-sarria.admit-one.eu/?p=tickets&perfCode=117038&language=esp&theatre=26,2026-09-21T09:17:45.870590+02:00
